campaign_id,platform_category,canonical_artist,canonical_product,objective,project_no,product_number_type,campaign_start_date,spend,impressions,reach,video_views,link_clicks,interactions,comments,likes,reactions,shares,follows,conversions,campaign_end_date,campaign_duration_days,total_awareness_metrics,total_traffic_metrics,total_engagement_metrics,streams_during_campaign,streams_10day_post,baseline_streams_14day_pre,streaming_trackable,baseline_start,baseline_end,during_start,during_end,decay_start,decay_end,overlap_days_baseline,overlap_days_during,overlap_days_decay,overlap_ratio_baseline,overlap_ratio_during,overlap_ratio_decay,any_overlap_count
157858920231,other,Lula_Fortune,Recklessly,traffic,903864886418,Album URI,2023-02-14,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-02-14,1,0,0,0,28596.0,155337.0,2435.3571428571427,non_track,2023-01-31,2023-02-13,2023-02-14,2023-02-14,2023-02-15,2023-02-24,28.0,2.0,20.0,2.0,2.0,2.0,2
157858920231,other,Mrs_Tremond,Clear_Skies,traffic,868809730610,Track URI,2023-01-23,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-01-23,1,0,0,0,1281.0,7186.0,868.5,track,2023-01-09,2023-01-22,2023-01-23,2023-01-23,2023-01-24,2023-02-02,0.0,3.0,30.0,0.0,3.0,3.0,3
157858920231,other,Mystery_Man,Jade_Give_Two_Rides,traffic,929087636537,Album URI,2023-02-24,0.0,1,0,0,0,0,0,0,0,0,0,0,2023-03-06,11,1,0,0,0.0,0.0,0.0,non_track,2023-02-10,2023-02-23,2023-02-24,2023-03-06,2023-03-07,2023-03-16,57.0,49.0,33.0,4.071428571428571,4.454545454545454,3.3,6
157858920231,other,Pete_Martell,Blue_Hour,traffic,768614100368,Playlist URI,2023-01-29,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-03-19,50,0,0,0,0.0,0.0,0.0,non_track,2023-01-15,2023-01-28,2023-01-29,2023-03-19,2023-03-20,2023-03-29,64.0,400.0,75.0,4.571428571428571,8.0,7.5,8
157858920231,other,Pete_Martell,Bus_Ride,traffic,768614100368,Playlist URI,2023-01-16,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27,12,0,0,0,0.0,0.0,0.0,non_track,2023-01-02,2023-01-15,2023-01-16,2023-01-27,2023-01-28,2023-02-06,0.0,58.0,78.0,0.0,4.833333333333333,7.8,6
157858920231,other,Pete_Martell,No_hay_orquestra,traffic,768614100368,Playlist URI,2023-01-23,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-03-20,57,0,0,0,0.0,0.0,0.0,non_track,2023-01-09,2023-01-22,2023-01-23,2023-03-20,2023-03-21,2023-03-30,28.0,444.0,73.0,2.0,7.7894736842105265,7.3,8
157858920231,other,Pete_Martell,White_Noise,traffic,768614100368,Playlist URI,2023-01-16,0.011245315,1,0,0,0,0,0,0,0,0,0,0,2023-03-07,51,1,0,0,0.0,0.0,0.0,non_track,2023-01-02,2023-01-15,2023-01-16,2023-03-07,2023-03-08,2023-03-17,0.0,368.0,80.0,0.0,7.215686274509804,8.0,8
157858920231,other,Rita,Slow_Motion,traffic,793945412189,Album URI,2023-02-19,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-02-19,1,0,0,0,62724.0,369856.0,37532.642857142855,non_track,2023-02-05,2023-02-18,2023-02-19,2023-02-19,2023-02-20,2023-03-01,0.0,1.0,5.0,0.0,1.0,0.5,1
157858920231,other,Spice_Melange_Itself,Sometimes_A_Wind_Blows,traffic,43158357218,Album URI,2023-01-27,0.0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27,1,0,0,0,0.0,0.0,0.0,non_track,2023-01-13,2023-01-26,2023-01-27,2023-01-27,2023-01-28,2023-02-06,0.0,1.0,18.0,0.0,1.0,1.8,1
158961935156,youtube,Bobby_Peru,Laura_Sees,video_views,903823308084,Track URI,2023-03-10,224.93835497999999,292136,41780,5041,0,5493,0,0,0,0,0,0,2023-03-18,9,297177,0,452,193207.0,207001.0,17863.5,track,2023-02-24,2023-03-09,2023-03-10,2023-03-18,2023-03-19,2023-03-28,15.0,36.0,20.0,1.0714285714285714,4.0,2.0,4
163066239216,youtube,Bobby_Peru,Silencio,video_views,903823308084,URL,2023-01-12,1300.3677324999999,1927599,189554,26445,0,33822,0,0,0,0,0,0,2023-01-27,16,1954044,0,7377,0.0,0.0,0.0,non_track,2022-12-29,2023-01-11,2023-01-12,2023-01-27,2023-01-28,2023-02-06,0.0,16.0,0.0,0.0,1.0,0.0,1
164599260734,snapchat,One_Adam_Kesher,White_Tail_Falls,traffic,206181357229,Album URI,2023-01-16,562.322000014,60759,3693,4732,1391,0,0,0,0,0,0,0,2023-02-27,43,65491,1391,0,0.0,0.0,0.0,non_track,2023-01-02,2023-01-15,2023-01-16,2023-02-27,2023-02-28,2023-03-09,0.0,100.0,10.0,0.0,2.3255813953488373,1.0,4
180273477566,youtube,Tom_Beaumont,Signs,video_views,963210974654,Track URI,2023-03-06,475.44888322,40838,6517,22407,146,32133,0,0,0,0,0,0,2023-03-13,8,63245,146,9726,3154844.0,2258710.0,233633.07142857142,track,2023-02-20,2023-03-05,2023-03-06,2023-03-13,2023-03-14,2023-03-23,0.0,8.0,0.0,0.0,1.0,0.0,1
181572643934,instagram,Log_Lady,Ame_Solitaire,traffic,791586853774,Track URI,2023-01-11,677.302936,58587,7249,5139,1465,20958,1,0,39,0,0,0,2023-01-20,10,63726,1465,20958,105769.0,66951.0,4877.357142857143,track,2022-12-28,2023-01-10,2023-01-11,2023-01-20,2023-01-21,2023-01-30,0.0,16.0,0.0,0.0,1.6,0.0,2
184825548851,youtube,Major_Briggs,Blue_Velvet_Curtain,video_views,106206807592,Track URI,2023-03-19,281.54054261199997,20577,2092,13420,25,17458,0,0,0,0,0,0,2023-03-30,12,33997,25,4038,0.0,0.0,0.0,track,2023-03-05,2023-03-18,2023-03-19,2023-03-30,2023-03-31,2023-04-09,0.0,22.0,1.0,0.0,1.8333333333333333,0.1,2
199418730380,youtube,Castigliane_Brothers,Crysknife,video_views,214383967636,Album URI,2023-02-27,281.114332896,23410,3088,13666,45,18126,0,0,0,0,0,0,2023-03-07,9,37076,45,4460,52496.0,279916.0,5595.571428571428,non_track,2023-02-13,2023-02-26,2023-02-27,2023-03-07,2023-03-08,2023-03-17,10.0,14.0,4.0,0.7142857142857143,1.5555555555555556,0.4,2
213937728251,google,The_Lady_in_the_Radiator,Dont_Do_Anything_(I_Wouldnt_Do),other,67896315109,,2023-03-14,246.089235449,132964,18783,0,1514,0,0,0,0,0,0,90,2023-03-23,10,132964,1604,0,813521.0,292260.0,12792.57142857143,non_track,2023-02-28,2023-03-13,2023-03-14,2023-03-23,2023-03-24,2023-04-02,92.0,34.0,7.0,6.571428571428571,3.4,0.7,5
220342951437,youtube,Thomas_Eckhardt,Shattered_Glass,video_views,481488058188,Track URI,2023-02-12,394.025696797,35089,2617,19676,107,27513,0,0,0,0,0,0,2023-02-28,17,54765,107,7837,117696.0,75845.0,7267.0,track,2023-01-29,2023-02-11,2023-02-12,2023-02-28,2023-03-01,2023-03-10,0.0,34.0,1.0,0.0,2.0,0.1,2
227347511485,youtube,Fred_Madison,Four_Leaf_Clover,video_views,496623686900,URL,2023-01-14,281.243669215,352046,29472,10518,0,10619,0,0,0,0,0,0,2023-01-28,15,362564,0,101,129533.0,79589.0,7547.214285714285,non_track,2022-12-31,2023-01-13,2023-01-14,2023-01-28,2023-01-29,2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0
231323068808,snapchat,Gurney_Halleck,Packards_Vibration,traffic,114531372146,Playlist URI,2023-01-24,449.8576,52265,7039,8223,1018,0,0,0,0,0,0,0,2023-02-27,35,60488,1018,0,0.0,0.0,0.0,non_track,2023-01-10,2023-01-23,2023-01-24,2023-02-27,2023-02-28,2023-03-09,46.0,114.0,12.0,3.2857142857142856,3.257142857142857,1.2,6
232549538581,youtube,Lady_Jessica,Psytrance,video_views,970016308958,Track URI,2023-01-23,280.981493313,23722,2665,13851,53,18755,0,0,0,0,0,0,2023-02-02,11,37573,53,4904,0.0,0.0,0.0,track,2023-01-09,2023-01-22,2023-01-23,2023-02-02,2023-02-03,2023-02-12,0.0,33.0,5.0,0.0,3.0,0.5,3
233203022115,youtube,Frank_Booth,Rain_Dance,video_views,913729878833,Track URI,2023-02-10,930.242150032,1609263,140301,51490,0,55495,0,0,0,0,0,0,2023-02-23,14,1660753,0,4005,2056224.0,2537183.0,89088.5,track,2023-01-27,2023-02-09,2023-02-10,2023-02-23,2023-02-24,2023-03-05,0.0,24.0,6.0,0.0,1.7142857142857142,0.6,2
245729572477,google,Log_Lady,Got_a_Light_Again,other,791586853774,,2023-02-03,230.61244354599998,3018,1711,0,201,0,0,0,0,0,0,0,2023-02-13,11,3018,201,0,66996.0,400341.0,6833.571428571428,non_track,2023-01-20,2023-02-02,2023-02-03,2023-02-13,2023-02-14,2023-02-23,3.0,0.0,24.0,0.21428571428571427,0.0,2.4,0
246806041194,youtube,Jeffrey_Beaumont,Moment_of_Truth,video_views,379017089087,Album URI,2023-01-13,281.25800392,349487,60607,7701,0,8103,0,0,0,0,0,0,2023-01-19,7,357188,0,402,173258.0,167647.0,10199.0,non_track,2022-12-30,2023-01-12,2023-01-13,2023-01-19,2023-01-20,2023-01-29,7.0,20.0,2.0,0.5,2.857142857142857,0.2,3
247995104491,youtube,Dale_Cooper,Desert_Power,video_views,569131587866,Track URI,2023-02-26,308.481602515,23383,3439,13382,37,18275,0,0,0,0,0,0,2023-03-06,9,36765,37,4893,0.0,0.0,0.0,track,2023-02-12,2023-02-25,2023-02-26,2023-03-06,2023-03-07,2023-03-16,0.0,18.0,20.0,0.0,2.0,2.0,2
264796693617,youtube,The_Fireman,Delete,video_views,265925730908,Track URI,2023-03-10,280.74252334,21423,7049,12647,35,16986,0,0,0,0,0,0,2023-03-13,4,34070,35,4339,847842.0,1924243.0,90818.0,track,2023-02-24,2023-03-09,2023-03-10,2023-03-13,2023-03-14,2023-03-23,3.0,8.0,8.0,0.21428571428571427,2.0,0.8,2
278275006188,youtube,Bobby_Peru,Laura_Sees,reach,903823308084,URL,2023-03-04,279.38088761,144291,39252,7740,150,12033,0,0,0,0,0,0,2023-03-06,3,152031,150,4293,39751.0,270335.0,12473.214285714286,non_track,2023-02-18,2023-03-03,2023-03-04,2023-03-06,2023-03-07,2023-03-16,0.0,3.0,44.0,0.0,1.0,4.4,1
293819006248,instagram,Baron_Vladimir_Harkonnen,Great_Town,traffic,537813039812,Track URI,2023-02-28,616.9160879899999,43428,7251,1379,1623,12712,10,0,225,0,0,0,2023-03-07,8,44807,1623,12712,57843.0,99204.0,1030.357142857143,track,2023-02-14,2023-02-27,2023-02-28,2023-03-07,2023-03-08,2023-03-17,0.0,0.0,5.0,0.0,0.0,0.5,0
295502189648,youtube,The_Lady_in_the_Radiator,Lodge_Spirits,video_views,67896315109,Track URI,2023-03-03,281.050625199,22863,2437,14210,52,18516,0,0,0,0,0,0,2023-03-13,11,37073,52,4306,128178.0,813521.0,8157.857142857143,track,2023-02-17,2023-03-02,2023-03-03,2023-03-13,2023-03-14,2023-03-23,48.0,66.0,44.0,3.4285714285714284,6.0,4.4,6
300997358656,youtube,Mystery_Man,Prologue,TARGET_CPV,929087636537,URL,2023-02-24,467.240963361,994641,96784,31717,0,31917,0,0,0,0,0,0,2023-03-09,14,1026358,0,200,11000071.0,5538349.0,360520.14285714284,non_track,2023-02-10,2023-02-23,2023-02-24,2023-03-09,2023-03-10,2023-03-19,57.0,58.0,27.0,4.071428571428571,4.142857142857143,2.7,6
302159309479,youtube,Senorita_Dido,Crying_in_Spanish,video_views,432191283317,Track URI,2023-01-27,281.254688459,326445,42302,7082,0,7415,0,0,0,0,0,0,2023-02-05,10,333527,0,333,108017.0,112729.0,12053.92857142857,track,2023-01-13,2023-01-26,2023-01-27,2023-02-05,2023-02-06,2023-02-15,26.0,26.0,0.0,1.8571428571428572,2.6,0.0,3
313096396516,youtube,Marietta_Fortune,Laura_Palmer's_Theme,conversions,885708690504,URL,2023-03-10,3738.10879984,4653601,254221,106466,5452,323300,0,0,0,0,0,4212,2023-03-31,22,4760067,9664,216834,0.0,0.0,0.0,non_track,2023-02-24,2023-03-09,2023-03-10,2023-03-31,2023-04-01,2023-04-10,21.0,22.0,0.0,1.5,1.0,0.0,2
317321507056,snapchat,Mystery_Man,Jade_Give_Two_Rides,traffic,929087636537,Album URI,2023-02-24,467.3265,95777,6190,7440,549,0,0,0,0,0,0,0,2023-03-31,36,103217,549,0,0.0,0.0,0.0,non_track,2023-02-10,2023-02-23,2023-02-24,2023-03-31,2023-04-01,2023-04-10,57.0,87.0,0.0,4.071428571428571,2.4166666666666665,0.0,6
322905588072,youtube,The_Lady_in_the_Radiator,Lodge_Spirits,video_views,67896315109,Track URI,2023-03-03,281.372608526,256716,30256,5093,0,5766,0,0,0,0,0,0,2023-03-13,11,261809,0,673,128178.0,813521.0,8157.857142857143,track,2023-02-17,2023-03-02,2023-03-03,2023-03-13,2023-03-14,2023-03-23,48.0,66.0,44.0,3.4285714285714284,6.0,4.4,6
324836282956,youtube,Dale_Cooper,Stage_Fright,video_views,569131587866,Track URI,2023-01-13,617.00209481,1571300,223135,28689,0,38954,0,0,0,0,0,0,2023-01-20,8,1599989,0,10265,0.0,0.0,0.0,track,2022-12-30,2023-01-12,2023-01-13,2023-01-20,2023-01-21,2023-01-30,1.0,8.0,1.0,0.07142857142857142,1.0,0.1,1
334194066469,snapchat,Sailor_Ripley,Trinity_Test,traffic,229785770598,Album URI,2023-03-01,869.799669604,60605,1743,4077,1569,0,0,0,0,0,0,0,2023-03-31,31,64682,1569,0,0.0,0.0,0.0,non_track,2023-02-15,2023-02-28,2023-03-01,2023-03-31,2023-04-01,2023-04-10,0.0,31.0,0.0,0.0,1.0,0.0,1
335022920176,tiktok,Annie_Blackburn,Together_at_last,traffic,616610447432,Track URI,2023-02-07,1124.2503746,867740,88710,863873,4822,0,64,17097,0,171,695,3392,2023-02-26,20,1731613,8214,18027,0.0,0.0,0.0,track,2023-01-24,2023-02-06,2023-02-07,2023-02-26,2023-02-27,2023-03-08,7.0,17.0,0.0,0.5,0.85,0.0,2
335022920176,tiktok,Betty_Elms,Blue_Skies_and_Sunshine,traffic,778416221539,Track URI,2023-01-06,617.01484,598913,44707,594294,3869,0,19,2459,0,13,186,0,2023-02-03,29,1193207,3869,2677,1766773.0,407458.0,5087.428571428572,track,2022-12-23,2023-01-05,2023-01-06,2023-02-03,2023-02-04,2023-02-13,0.0,32.0,3.0,0.0,1.103448275862069,0.3,2
335022920176,tiktok,Betty_Elms,Finally_together,traffic,778416221539,Track URI,2023-01-17,617.2,886670,456835,873415,3337,0,16,1966,0,8,132,0,2023-02-18,33,1760085,3337,2122,2184239.0,383402.0,15081.642857142857,track,2023-01-03,2023-01-16,2023-01-17,2023-02-18,2023-02-19,2023-02-28,0.0,35.0,2.0,0.0,1.0606060606060606,0.2,2
335022920176,tiktok,Catherine_Martell,No_Stars,reach,778313175450,URL,2023-02-19,337.3932,459614,140832,458453,575,0,7,1876,0,7,54,0,2023-03-31,41,918067,575,1944,0.0,0.0,0.0,non_track,2023-02-05,2023-02-18,2023-02-19,2023-03-31,2023-04-01,2023-04-10,0.0,71.0,0.0,0.0,1.7317073170731707,0.0,5
335022920176,tiktok,Detective_Williams,Purple_Sea,reach,351022636206,Track URI,2023-02-06,281.161,255099,34025,254293,355,0,1,85,0,0,11,0,2023-02-28,23,509392,355,97,0.0,0.0,0.0,track,2023-01-23,2023-02-05,2023-02-06,2023-02-28,2023-03-01,2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0
335022920176,tiktok,Diane_Selwyn,Videotapes,traffic,674416057371,Track URI,2023-02-24,337.3932,352906,42973,351365,2242,0,10,8626,0,115,48,2215,2023-03-27,32,704271,4457,8799,0.0,0.0,0.0,track,2023-02-10,2023-02-23,2023-02-24,2023-03-27,2023-03-28,2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0
335022920176,tiktok,Glossu_Rabban,Attic_Discovery,traffic,42863528974,Track URI,2023-01-15,3373.93199996,2852357,376708,2841295,21387,0,327,17908,0,43,276,15690,2023-03-31,76,5693652,37077,18554,2990840.0,0.0,19227.785714285714,track,2023-01-01,2023-01-14,2023-01-15,2023-03-31,2023-04-01,2023-04-10,0.0,32.0,0.0,0.0,0.42105263157894735,0.0,4
335022920176,tiktok,Gurney_Halleck,Packards_Vibration,traffic,114531372146,Playlist URI,2023-01-09,5060.63933158,3506395,137601,3488349,13234,0,183,27323,0,166,537,5435,2023-03-31,82,6994744,18669,28209,0.0,0.0,0.0,non_track,2022-12-26,2023-01-08,2023-01-09,2023-03-31,2023-04-01,2023-04-10,0.0,149.0,0.0,0.0,1.8170731707317074,0.0,6
335022920176,tiktok,Juana_Durango,Without_a_Doubt,engagement,864337936717,Album URI,2023-01-27,934.65300002,1013775,93595,1006760,3961,0,38,2077,0,35,198,0,2023-03-31,64,2020535,3961,2348,0.0,0.0,0.0,non_track,2023-01-13,2023-01-26,2023-01-27,2023-03-31,2023-04-01,2023-04-10,33.0,58.0,0.0,2.357142857142857,0.90625,0.0,4
335022920176,tiktok,Killer_BOB,Seed,traffic,60541139717,URL,2023-02-21,1124.644,794624,59456,792307,3162,0,20,4144,0,14,53,2219,2023-03-31,39,1586931,5381,4231,0.0,0.0,0.0,non_track,2023-02-07,2023-02-20,2023-02-21,2023-03-31,2023-04-01,2023-04-10,0.0,41.0,0.0,0.0,1.0512820512820513,0.0,5
335022920176,tiktok,Lady_Jessica,Psytrance,traffic,970016308958,Track URI,2023-01-23,224.9288,165732,13802,165120,620,0,3,466,0,4,12,234,2023-02-05,14,330852,854,485,0.0,0.0,0.0,track,2023-01-09,2023-01-22,2023-01-23,2023-02-05,2023-02-06,2023-02-15,0.0,35.0,0.0,0.0,2.5,0.0,3
335022920176,tiktok,Lost_Girl,Nightingale,traffic,892171508901,Track URI,2023-01-17,1851.4271840000001,1390050,45401,1381442,47983,0,155,20481,0,119,2417,0,2023-03-31,74,2771492,47983,23172,7642635.0,0.0,115368.78571428571,track,2023-01-03,2023-01-16,2023-01-17,2023-03-31,2023-04-01,2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0
335022920176,tiktok,Lucy_Moran,Behind_the_mask,reach,384327699947,URL,2023-01-24,281.11601423999997,381448,42979,380493,456,0,1,564,0,1,59,0,2023-03-31,67,761941,456,625,670785.0,0.0,8501.714285714286,non_track,2023-01-10,2023-01-23,2023-01-24,2023-03-31,2023-04-01,2023-04-10,0.0,44.0,0.0,0.0,0.6567164179104478,0.0,4
335022920176,tiktok,Monica_Bellucci_Herself,Coffee_and_Pie,reach,137277385600,Track URI,2023-02-21,617.2,829530,131409,826298,745,0,3,256,0,1,20,0,2023-03-31,39,1655828,745,280,0.0,0.0,0.0,track,2023-02-07,2023-02-20,2023-02-21,2023-03-31,2023-04-01,2023-04-10,0.0,45.0,0.0,0.0,1.1538461538461537,0.0,2
335022920176,tiktok,Mrs_Tremond,Clear_Skies,traffic,868809730610,Track URI,2023-01-23,1124.31785324,787896,64213,784933,21026,0,104,10779,0,56,919,14193,2023-03-26,63,1572829,35219,11858,46399.0,7077.0,868.5,track,2023-01-09,2023-01-22,2023-01-23,2023-03-26,2023-03-27,2023-04-05,0.0,66.0,0.0,0.0,1.0476190476190477,0.0,3
335022920176,tiktok,Mrs_Tremonds_Grandson,Witching_Hour,reach,766135693451,Track URI,2023-02-06,2468.8,2167163,813964,2158975,3085,0,105,10349,0,40,101,0,2023-03-31,54,4326138,3085,10595,0.0,0.0,0.0,track,2023-01-23,2023-02-05,2023-02-06,2023-03-31,2023-04-01,2023-04-10,0.0,37.0,0.0,0.0,0.6851851851851852,0.0,2
335022920176,tiktok,Mystery_Man,Courageously,traffic,929087636537,Track URI,2023-02-03,843.4830000000001,587852,62002,585216,20919,0,58,12286,0,62,669,14410,2023-03-31,57,1173068,35329,13075,28248780.0,0.0,199680.2857142857,track,2023-01-20,2023-02-02,2023-02-03,2023-03-31,2023-04-01,2023-04-10,13.0,132.0,0.0,0.9285714285714286,2.3157894736842106,0.0,7
335022920176,tiktok,Mystery_Man,Sleep_Mode,traffic,929087636537,URL,2023-02-04,2249.28800008,974450,77729,969816,8256,0,115,12097,0,28,425,7746,2023-02-27,24,1944266,16002,12665,0.0,0.0,0.0,non_track,2023-01-21,2023-02-03,2023-02-04,2023-02-27,2023-02-28,2023-03-09,15.0,64.0,37.0,1.0714285714285714,2.6666666666666665,3.7,7
335022920176,tiktok,One_Adam_Kesher,White_Tail_Falls,traffic,206181357229,Album URI,2023-01-16,1124.44156408,791001,32873,788619,3484,0,3,362,0,1,25,2547,2023-03-14,58,1579620,6031,391,0.0,0.0,0.0,non_track,2023-01-02,2023-01-15,2023-01-16,2023-03-14,2023-03-15,2023-03-24,0.0,100.0,0.0,0.0,1.7241379310344827,0.0,4
335022920176,tiktok,Rebecca_Del_Rio,Fade_Into_You,reach,853266998948,Track URI,2023-01-21,617.2,833964,40865,830781,0,0,9,7825,0,48,109,0,2023-03-31,70,1664745,0,7991,5808906.0,0.0,73850.78571428571,track,2023-01-07,2023-01-20,2023-01-21,2023-03-31,2023-04-01,2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0
335022920176,tiktok,Spice_Melange_Itself,Sometimes_A_Wind_Blows,traffic,43158357218,Album URI,2023-01-28,934.653,849942,349696,844963,11626,0,49,28545,0,238,1510,0,2023-02-13,17,1694905,11626,30342,0.0,0.0,0.0,non_track,2023-01-14,2023-01-27,2023-01-28,2023-02-13,2023-02-14,2023-02-23,2.0,8.0,0.0,0.14285714285714285,0.47058823529411764,0.0,1
335022920176,tiktok,The_Cowboy,Horseshoe,traffic,633147923560,Track URI,2023-01-15,449.8576,262272,35374,261100,13506,0,49,3005,0,20,309,8553,2023-02-05,22,523372,22059,3383,0.0,0.0,0.0,track,2023-01-01,2023-01-14,2023-01-15,2023-02-05,2023-02-06,2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0
335022920176,tiktok,Thufir_Hawat,Zero_Group,reach,934220809429,Album URI,2023-02-11,449.82386068,630420,27787,628535,1092,0,17,2793,0,10,34,0,2023-03-27,45,1258955,1092,2854,27355338.0,2246358.0,715595.7857142857,non_track,2023-01-28,2023-02-10,2023-02-11,2023-03-27,2023-03-28,2023-04-06,0.0,12.0,16.0,0.0,0.26666666666666666,1.6,3
335547433334,youtube,Log_Lady,Got_a_Light_Again,video_views,791586853774,Album URI,2023-02-17,446.95440686,492280,61183,7281,0,8198,0,0,0,0,0,0,2023-02-26,10,499561,0,917,279931.0,182779.0,17775.928571428572,non_track,2023-02-03,2023-02-16,2023-02-17,2023-02-26,2023-02-27,2023-03-08,14.0,20.0,10.0,1.0,2.0,1.0,2
375867125782,youtube,Lauras_Angel,Questions_in_a_World_of_Blue,reach,779165140623,,2023-01-31,281.318559246,198166,20893,8270,296,14514,0,0,0,0,0,0,2023-02-10,11,206436,296,6244,489201.0,316769.0,17643.0,non_track,2023-01-17,2023-01-30,2023-01-31,2023-02-10,2023-02-11,2023-02-20,0.0,22.0,2.0,0.0,2.0,0.2,2
378773563450,youtube,Julee_Cruise_Herself,Moon_Dance,video_views,858742406523,Album URI,2023-03-19,562.069344204,37712,8350,20566,163,29081,0,0,0,0,0,0,2023-03-30,12,58278,163,8515,649553.0,0.0,48007.71428571428,non_track,2023-03-05,2023-03-18,2023-03-19,2023-03-30,2023-03-31,2023-04-09,0.0,35.0,3.0,0.0,2.9166666666666665,0.3,3
381261379741,youtube,Mr_C,Broken_Window,video_views,142132132954,Track URI,2023-03-19,690.466619569,684431,105839,22352,0,27778,0,0,0,0,0,0,2023-03-31,13,706783,0,5426,744125.0,0.0,60785.642857142855,track,2023-03-05,2023-03-18,2023-03-19,2023-03-31,2023-04-01,2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0
397019482152,youtube,Piter_De_Vries,Old_Year,video_views,53466793668,Track URI,2023-03-10,337.160653985,25971,2570,15795,39,20991,0,0,0,0,0,0,2023-03-21,12,41766,39,5196,14575.0,4277.0,1613.7857142857142,track,2023-02-24,2023-03-09,2023-03-10,2023-03-21,2023-03-22,2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0
408231061414,youtube,Lucy_Moran,Behind_the_mask,reach,384327699947,URL,2023-01-24,224.95414386,166166,19145,6100,179,12198,0,0,0,0,0,0,2023-02-02,10,172266,179,6098,86330.0,114950.0,8501.714285714286,non_track,2023-01-10,2023-01-23,2023-01-24,2023-02-02,2023-02-03,2023-02-12,0.0,40.0,14.0,0.0,4.0,1.4,4
409267019275,youtube,Marietta_Fortune,Moods,video_views,885708690504,URL,2023-02-28,279.872524593,269515,42520,4109,0,5225,0,0,0,0,0,0,2023-03-07,8,273624,0,1116,0.0,0.0,0.0,non_track,2023-02-14,2023-02-27,2023-02-28,2023-03-07,2023-03-08,2023-03-17,0.0,9.0,23.0,0.0,1.125,2.3,3
409820221384,youtube,Sailor_Ripley,Premonition,video_views,965988138346,Track URI,2023-01-27,421.2566716,35266,5494,22233,75,29108,0,0,0,0,0,0,2023-02-03,8,57499,75,6875,1401874.0,1077345.0,59610.92857142857,track,2023-01-13,2023-01-26,2023-01-27,2023-02-03,2023-02-04,2023-02-13,0.0,24.0,20.0,0.0,3.0,2.0,3
422947198969,youtube,Log_Lady,Ame_Solitaire,video_views,791586853774,Track URI,2023-01-13,369.79132006099996,31152,4554,19224,42,25567,0,0,0,0,0,1,2023-01-20,8,50376,43,6343,78272.0,66951.0,6841.428571428572,track,2022-12-30,2023-01-12,2023-01-13,2023-01-20,2023-01-21,2023-01-30,2.0,16.0,0.0,0.14285714285714285,2.0,0.0,2
429946350107,youtube,Coco,Blue_Velvet,video_views,187337675796,Track URI,2023-02-15,280.20464885,376830,69519,5403,0,5771,0,0,0,0,0,0,2023-02-20,6,382233,0,368,0.0,0.0,0.0,track,2023-02-01,2023-02-14,2023-02-15,2023-02-20,2023-02-21,2023-03-02,1.0,12.0,3.0,0.07142857142857142,2.0,0.3,2
433370583916,youtube,Killer_BOB,Cosmos,video_views,60541139717,Album URI,2023-03-25,492.9477804,33677,5654,22180,55,28409,0,0,0,0,0,0,2023-03-31,7,55857,55,6229,0.0,0.0,0.0,non_track,2023-03-11,2023-03-24,2023-03-25,2023-03-31,2023-04-01,2023-04-10,14.0,28.0,0.0,1.0,4.0,0.0,4
461889631647,youtube,Catherine_Martell,Sycamore_Street,video_views,778313175450,URL,2023-02-24,69.356912452,51455,9721,751,0,785,0,0,0,0,0,0,2023-03-07,12,52206,0,34,738064.0,546147.0,41067.07142857143,non_track,2023-02-10,2023-02-23,2023-02-24,2023-03-07,2023-03-08,2023-03-17,10.0,36.0,17.0,0.7142857142857143,3.0,1.7,3
462894984088,youtube,Juana_Durango,Bang_Bang_Bar,video_views,864337936717,Track URI,2023-01-13,281.268205571,356387,20929,8460,0,8950,0,0,0,0,0,0,2023-02-01,20,364847,0,490,749271.0,1326126.0,25479.714285714286,track,2022-12-30,2023-01-12,2023-01-13,2023-02-01,2023-02-02,2023-02-11,0.0,37.0,26.0,0.0,1.85,2.6,3
463074993791,youtube,Cynthia,Agoraphobia,video_views,103577805634,Track URI,2023-03-10,280.867022569,270697,21204,4986,0,5565,0,0,0,0,0,0,2023-03-24,15,275683,0,579,244144.0,104640.0,17385.285714285714,track,2023-02-24,2023-03-09,2023-03-10,2023-03-24,2023-03-25,2023-04-03,0.0,38.0,8.0,0.0,2.533333333333333,0.8,3
